Timestamp,Machine_ID,Machine_Type,Section,Machine_Speed_RPM,Temp_C,Humidity_%,Machine_State,Shift,Energy_kWh,Power_Factor,Motor_Current_A,Voltage_Variation_%,Output_kg,Yarn_Breaks_Count,Waste_kg,Safety_Interlock_Triggered,Auto_Shutdown_Flag,Emergency_Stop_Count,Current_Ratio,Mechanical_Friction_Index,Wear_Score,Degradation_Phase,Component_Health_%,RUL_Hours,Material_Buffer_Level_kg,Yarn_Count_Ne,Speed_Override_Flag,Torque_Load_Index,Efficiency_Index
2024-02-11 07:00:00,MCH-006,Ring Spinning,Carding,1191,68.6,72,STOP,C,39.36,0.91,60.0,1.53,132,2,6.24,0,0,0,1.103006936025598,1.0409054059670655,33.0,Early Wear,67.0,1340.0,344,24,0,0.94,0.92
2024-02-11 08:00:00,MCH-011,Ring Spinning,Carding,1190,65.8,49,RUN,C,40.74,0.97,47.6,-0.01,118,2,2.4,0,0,0,0.8728571256228058,1.0184474180645156,20.7,Early Wear,79.3,1586.0,595,30,0,1.11,0.77
2024-02-11 09:00:00,MCH-004,Open End,Carding,1342,61.1,50,STOP,C,41.88,0.91,55.3,3.5,86,0,3.36,0,0,0,1.0000214006741213,0.925288635867716,13.0,Healthy,87.0,1740.0,415,24,0,0.78,0.89
2024-02-11 10:00:00,MCH-002,Ring Spinning,Carding,1158,58.3,47,RUN,B,36.36,0.97,50.9,-2.89,118,0,1.66,0,0,0,0.9383912982182168,0.9783219254386106,12.2,Healthy,87.8,1756.0,234,36,0,0.89,0.85
2024-02-11 11:00:00,MCH-004,Compact,Spinning,1382,78.6,61,STOP,A,45.51,0.83,45.0,0.42,153,0,5.02,0,0,0,0.813760633459954,0.8740400990725468,30.7,Early Wear,69.3,1386.0,415,24,0,0.78,0.89
2024-02-11 12:00:00,MCH-013,Ring Spinning,Roving,938,69.4,50,RUN,C,48.44,0.87,51.7,3.35,171,0,7.13,0,0,0,0.9494183054678276,1.0998941194599507,34.8,Early Wear,65.2,1304.0,443,40,0,1.0,0.89
2024-02-11 13:00:00,MCH-021,Ring Spinning,Roving,1215,66.3,71,RUN,B,44.59,0.97,53.0,-0.5,134,2,2.23,0,0,0,0.949728510206505,0.9727498923443052,18.7,Healthy,81.3,1626.0,289,36,0,0.88,0.91
2024-02-11 14:00:00,MCH-026,Open End,Drawing,1058,67.8,64,IDLE,A,39.48,0.92,66.4,-2.6,121,2,6.48,0,0,0,1.2170892078817523,1.148436062570909,37.9,Early Wear,62.1,1242.0,641,24,1,0.98,0.81
2024-02-11 15:00:00,MCH-002,Open End,Carding,1114,74.8,66,IDLE,C,39.21,0.83,71.4,3.59,137,3,3.38,0,0,0,1.3163288544750626,1.1145295112573024,40.7,Moderate Wear,59.3,1186.0,234,36,0,0.89,0.85
2024-02-11 16:00:00,MCH-003,Compact,Carding,1025,81.0,55,RUN,C,43.08,0.94,50.3,-3.32,100,1,2.06,0,0,0,0.905820805361478,1.0278560624221529,37.5,Early Wear,62.5,1250.0,451,24,0,0.93,0.94
2024-02-11 17:00:00,MCH-016,Compact,Drawing,1495,65.9,46,RUN,C,47.28,0.84,50.7,2.8,152,2,7.41,0,0,0,0.9359934545912268,0.9567917370057052,27.8,Early Wear,72.2,1444.0,499,24,0,1.07,0.76
2024-02-11 18:00:00,MCH-004,Open End,Spinning,931,63.3,73,IDLE,B,41.66,0.84,61.3,2.03,101,1,2.76,1,0,0,1.1085228184687816,1.0713228272547546,21.1,Early Wear,78.9,1578.0,415,24,0,0.78,0.89
2024-02-11 19:00:00,MCH-014,Ring Spinning,Spinning,919,69.2,73,RUN,C,43.97,0.9,53.2,3.87,66,1,5.96,0,0,0,0.9493173652694612,0.993377917442005,28.8,Early Wear,71.2,1424.0,645,40,0,0.71,0.83
2024-02-11 20:00:00,MCH-030,Open End,Carding,1085,72.7,47,IDLE,B,47.9,0.83,54.6,-2.36,166,3,5.11,0,0,0,0.9932004552484898,1.0290377933195087,37.3,Early Wear,62.7,1254.0,398,30,0,0.91,0.75
2024-02-11 21:00:00,MCH-014,Ring Spinning,Drawing,1114,70.5,68,RUN,A,43.5,0.96,40.7,1.3,124,2,5.53,0,0,0,0.7262634730538923,0.8781581750955297,25.8,Early Wear,74.2,1484.0,645,40,0,0.71,0.83
2024-02-11 22:00:00,MCH-023,Ring Spinning,Carding,1409,74.5,49,IDLE,A,39.0,0.88,45.6,-1.53,90,1,4.24,0,0,0,0.8207740808185006,0.9294336897043788,28.8,Early Wear,71.2,1424.0,214,40,0,1.01,0.81
2024-02-11 23:00:00,MCH-015,Open End,Spinning,937,60.9,58,IDLE,B,39.39,0.94,51.2,3.7,74,1,2.24,0,0,0,0.9292675129677944,1.1710326062183058,25.0,Early Wear,75.0,1500.0,421,30,1,1.18,0.85
2024-02-12 00:00:00,MCH-007,Ring Spinning,Drawing,1473,60.1,60,RUN,A,40.71,0.89,55.5,2.44,145,6,2.16,0,0,0,0.9960495070091157,1.0160421758456215,27.1,Early Wear,72.9,1458.0,483,20,0,1.17,0.88
2024-02-12 01:00:00,MCH-022,Ring Spinning,Spinning,968,71.1,71,IDLE,B,36.73,0.87,41.8,-3.68,89,1,6.32,0,0,1,0.7737628899712985,1.0715408113488865,35.8,Early Wear,64.2,1284.0,498,30,1,1.19,0.76
2024-02-12 02:00:00,MCH-019,Open End,Drawing,1090,65.6,60,RUN,B,37.08,0.87,57.4,0.22,173,3,7.19,0,0,0,1.05032021957914,1.15726167033971,39.0,Early Wear,61.0,1220.0,537,20,0,1.19,0.74
2024-02-12 03:00:00,MCH-017,Compact,Drawing,1494,65.7,51,RUN,A,40.27,0.9,63.0,-0.07,140,2,4.02,0,0,0,1.1544860511658186,1.0014902944550867,23.0,Early Wear,77.0,1540.0,615,24,0,1.0,0.81
2024-02-12 04:00:00,MCH-022,Ring Spinning,Spinning,990,65.5,57,RUN,B,32.4,0.88,53.7,-1.75,73,1,4.47,0,0,0,0.9940446696521228,1.1715673364977328,30.1,Early Wear,69.9,1398.0,498,30,1,1.19,0.76
2024-02-12 05:00:00,MCH-017,Ring Spinning,Carding,1327,69.4,61,RUN,B,44.94,0.83,44.2,0.88,81,2,4.04,0,0,0,0.8099727533576062,0.9341545604212826,24.3,Early Wear,75.7,1514.0,615,24,0,1.0,0.81
2024-02-12 06:00:00,MCH-002,Open End,Drawing,1180,61.5,62,RUN,A,42.22,0.93,63.1,-0.87,160,3,4.02,0,0,0,1.163310234136925,1.0427080946800276,26.2,Early Wear,73.8,1476.0,234,36,0,0.89,0.85
2024-02-12 07:00:00,MCH-022,Compact,Spinning,903,69.7,67,RUN,C,37.72,0.87,48.2,3.04,151,1,7.47,0,1,0,0.8922337630769519,1.163746576009601,41.0,Moderate Wear,59.0,1180.0,498,30,1,1.19,0.76
2024-02-12 08:00:00,MCH-015,Open End,Spinning,1038,60.3,49,RUN,B,35.54,0.83,53.9,-0.7,98,1,4.97,0,0,0,0.9782718544719554,1.1466796274415407,29.3,Early Wear,70.7,1414.0,421,30,1,1.18,0.85
2024-02-12 09:00:00,MCH-020,Open End,Carding,1458,70.3,53,RUN,C,42.51,0.82,44.0,-0.02,146,0,7.4,0,0,0,0.7910734552155788,0.8690871047355428,24.9,Early Wear,75.1,1502.0,277,24,0,0.82,0.71
2024-02-12 10:00:00,MCH-010,Open End,Carding,1235,65.7,48,RUN,C,48.53,0.96,59.5,-2.99,115,1,7.2,0,0,0,1.097298138026041,0.9190129810029526,23.2,Early Wear,76.8,1536.0,255,30,0,0.65,0.87
2024-02-12 11:00:00,MCH-022,Compact,Carding,1460,67.5,58,RUN,A,47.48,0.87,55.0,-0.14,67,1,5.02,0,0,0,1.0181090657517085,1.0217058659050533,26.3,Early Wear,73.7,1474.0,498,30,1,1.19,0.76
2024-02-12 12:00:00,MCH-026,Open End,Roving,912,80.1,60,RUN,B,43.44,0.96,53.5,2.86,73,2,3.42,0,0,0,0.9806366358685804,1.117918519741514,45.6,Moderate Wear,54.4,1088.0,641,24,1,0.98,0.81
2024-02-12 13:00:00,MCH-023,Ring Spinning,Carding,1325,69.9,46,RUN,C,35.49,0.92,65.4,0.42,174,2,3.76,0,0,0,1.17716282643706,1.0598808736218914,30.6,Early Wear,69.4,1388.0,214,40,0,1.01,0.81
2024-02-12 14:00:00,MCH-023,Open End,Carding,1280,70.5,66,RUN,C,41.24,0.91,66.9,0.98,122,1,5.4,0,0,1,1.2041619738324054,1.0821947891672847,33.8,Early Wear,66.2,1324.0,214,40,0,1.01,0.81
2024-02-12 15:00:00,MCH-017,Open End,Carding,1282,60.6,58,STOP,C,43.57,0.86,61.6,0.61,111,2,5.54,0,0,0,1.128830805584356,1.0461852734244872,27.4,Early Wear,72.6,1452.0,615,24,0,1.0,0.81
2024-02-12 16:00:00,MCH-004,Ring Spinning,Roving,999,76.7,66,IDLE,C,48.53,0.88,63.9,-1.09,90,1,5.3,0,0,0,1.1555400995131346,1.060183461486846,40.2,Moderate Wear,59.8,1196.0,415,24,0,0.78,0.89
2024-02-12 17:00:00,MCH-006,Compact,Drawing,1316,74.3,49,RUN,C,31.99,0.91,53.5,-1.32,162,1,2.21,0,0,0,0.983514517956158,0.971438619437606,26.6,Early Wear,73.4,1468.0,344,24,0,0.94,0.92
2024-02-12 18:00:00,MCH-029,Ring Spinning,Roving,1004,64.4,53,RUN,A,36.03,0.83,65.3,3.11,128,4,4.24,0,0,0,1.1833518127734657,1.2444999506591787,38.7,Early Wear,61.3,1226.0,328,40,0,1.14,0.93
2024-02-12 19:00:00,MCH-015,Ring Spinning,Drawing,978,60.9,66,RUN,C,44.97,0.91,64.2,-2.2,90,0,6.16,0,0,0,1.1652143424322736,1.269690294597879,35.8,Early Wear,64.2,1284.0,421,30,1,1.18,0.85
2024-02-12 20:00:00,MCH-017,Ring Spinning,Drawing,1162,64.3,72,STOP,A,43.17,0.9,59.9,-3.0,173,7,1.93,0,0,0,1.0976780073782944,1.0727771840504168,31.5,Early Wear,68.5,1370.0,615,24,0,1.0,0.81
2024-02-12 21:00:00,MCH-027,Ring Spinning,Spinning,1235,74.5,47,STOP,A,45.67,0.82,65.8,-3.56,101,1,1.77,0,0,0,1.1910471134974625,0.9806526094481332,26.4,Early Wear,73.6,1472.0,486,36,0,0.74,0.93
2024-02-12 22:00:00,MCH-001,Ring Spinning,Roving,1487,56.9,58,RUN,B,47.01,0.83,43.8,1.59,147,3,6.36,0,0,0,0.7986807230116184,0.933974080777835,25.4,Early Wear,74.6,1492.0,386,24,0,1.13,0.79
2024-02-12 23:00:00,MCH-006,Ring Spinning,Carding,1051,58.7,72,RUN,C,40.67,0.83,34.5,2.48,80,1,3.9,0,0,0,0.6342289882147187,0.915521263885516,15.6,Healthy,84.4,1688.0,344,24,0,0.94,0.92
2024-02-13 00:00:00,MCH-019,Compact,Roving,1212,79.1,63,IDLE,B,44.3,0.92,45.0,3.91,118,0,1.51,0,0,0,0.8234217749313815,1.0167995894615145,31.5,Early Wear,68.5,1370.0,537,20,0,1.19,0.74
2024-02-13 01:00:00,MCH-013,Open End,Carding,1257,70.8,58,RUN,A,43.1,0.86,39.4,3.46,91,3,6.27,0,0,0,0.7235412231224837,0.9192309481244404,31.8,Early Wear,68.2,1364.0,443,40,0,1.0,0.89
2024-02-13 02:00:00,MCH-029,Ring Spinning,Carding,1039,72.8,45,IDLE,C,38.74,0.83,54.2,3.0,147,1,5.51,0,0,0,0.982200126375526,1.1329632827984688,39.4,Early Wear,60.6,1212.0,328,40,0,1.14,0.93
2024-02-13 03:00:00,MCH-006,Ring Spinning,Spinning,1301,58.3,70,RUN,C,42.73,0.92,56.7,-2.4,71,5,2.99,0,0,0,1.04234155454419,0.9923576862840128,25.6,Early Wear,74.4,1488.0,344,24,0,0.94,0.92
2024-02-13 04:00:00,MCH-017,Open End,Spinning,1286,62.8,50,RUN,B,38.33,0.95,60.0,3.42,168,2,5.97,0,0,0,1.0995105249198274,1.0355943281293976,27.7,Early Wear,72.3,1446.0,615,24,0,1.0,0.81
2024-02-13 05:00:00,MCH-018,Compact,Spinning,1470,70.3,47,RUN,C,38.99,0.88,51.4,-2.18,91,6,5.98,0,0,0,0.9446612485529818,0.8484340724531063,33.0,Early Wear,67.0,1340.0,258,20,0,0.63,0.79
2024-02-13 06:00:00,MCH-008,Compact,Carding,1167,67.9,47,RUN,B,45.26,0.82,40.8,2.21,69,2,4.41,0,0,0,0.7361340045440371,0.9493752926421256,23.9,Early Wear,76.1,1522.0,547,40,0,1.01,0.79
2024-02-13 07:00:00,MCH-029,Open End,Carding,1260,67.0,55,IDLE,A,48.14,0.88,53.2,-1.15,105,1,2.28,0,0,0,0.964078352826162,1.0468191641180158,21.4,Early Wear,78.6,1572.0,328,40,0,1.14,0.93
2024-02-13 08:00:00,MCH-029,Ring Spinning,Drawing,1020,66.1,58,RUN,C,48.19,0.91,67.8,0.06,84,0,4.08,0,0,0,1.2286562466468756,1.2568952543818015,32.4,Early Wear,67.6,1352.0,328,40,0,1.14,0.93
2024-02-13 09:00:00,MCH-010,Ring Spinning,Drawing,1486,69.4,70,IDLE,A,35.09,0.92,56.7,1.01,132,5,3.12,0,0,0,1.0456605785895212,0.8695070023365582,25.2,Early Wear,74.8,1496.0,255,30,0,0.65,0.87
2024-02-13 10:00:00,MCH-026,Open End,Roving,1145,76.3,65,RUN,B,35.0,0.88,53.7,-1.0,98,1,4.77,0,0,0,0.984302567217622,1.0303147017381724,37.2,Early Wear,62.8,1256.0,641,24,1,0.98,0.81
2024-02-13 11:00:00,MCH-024,Open End,Carding,1065,59.3,64,RUN,B,43.02,0.82,50.0,-2.92,91,3,5.75,0,0,0,0.908670367433254,0.9700242116462424,26.0,Early Wear,74.0,1480.0,328,30,1,0.81,0.85
2024-02-13 12:00:00,MCH-013,Open End,Roving,1126,67.0,60,RUN,C,45.3,0.87,46.8,-0.38,86,6,5.65,0,0,1,0.8594347523383816,0.9968878427045256,35.6,Early Wear,64.4,1288.0,443,40,0,1.0,0.89
2024-02-13 13:00:00,MCH-009,Compact,Roving,975,76.5,52,RUN,C,40.22,0.94,67.7,1.55,177,2,7.04,0,0,0,1.221320213202132,1.2245400931745714,53.7,Moderate Wear,46.3,926.0,538,24,0,1.03,0.78
2024-02-13 14:00:00,MCH-019,Compact,Roving,1393,77.6,52,IDLE,C,50.4,0.89,67.4,0.1,102,1,7.14,0,1,1,1.233302836230558,1.118593775096146,48.0,Moderate Wear,52.0,1040.0,537,20,0,1.19,0.74
2024-02-13 15:00:00,MCH-009,Compact,Drawing,1490,66.9,69,STOP,A,46.29,0.85,57.0,2.13,78,2,4.29,0,0,0,1.028290282902829,0.9804699454289036,24.0,Early Wear,76.0,1520.0,538,24,0,1.03,0.78
2024-02-13 16:00:00,MCH-016,Compact,Spinning,1335,62.6,57,RUN,A,30.45,0.87,65.9,-1.69,76,1,3.34,0,0,0,1.2166068768749871,1.0824261608203924,22.8,Early Wear,77.2,1544.0,499,24,0,1.07,0.76
2024-02-13 17:00:00,MCH-029,Open End,Carding,1323,73.0,65,RUN,C,52.74,0.94,60.9,-3.13,110,1,2.33,0,0,0,1.1036160091562643,1.0798230319761692,30.7,Early Wear,69.3,1386.0,328,40,0,1.14,0.93
2024-02-13 18:00:00,MCH-028,Open End,Spinning,974,76.1,57,RUN,C,51.05,0.94,63.4,0.64,123,3,4.87,0,0,0,1.1602714822445763,1.052032233180574,42.2,Moderate Wear,57.8,1156.0,316,20,0,0.75,0.73
2024-02-13 19:00:00,MCH-009,Open End,Carding,1125,73.9,45,RUN,C,44.3,0.86,41.5,3.22,124,3,3.71,0,0,0,0.7486674866748668,0.9697763632274988,33.0,Early Wear,67.0,1340.0,538,24,0,1.03,0.78
2024-02-13 20:00:00,MCH-003,Compact,Roving,1341,70.0,62,STOP,A,39.63,0.96,67.8,-1.62,83,3,5.57,0,0,0,1.2209672088172605,1.0383593242113631,35.3,Early Wear,64.7,1294.0,451,24,0,0.93,0.94
2024-02-13 21:00:00,MCH-011,Compact,Spinning,1046,76.4,45,RUN,C,46.15,0.85,53.0,-0.12,91,4,1.58,0,0,0,0.9718787323111072,1.1084478896089214,40.8,Moderate Wear,59.2,1184.0,595,30,0,1.11,0.77
2024-02-13 22:00:00,MCH-018,Open End,Roving,1328,76.4,70,RUN,A,38.82,0.83,56.5,-0.53,123,3,1.69,1,0,0,1.0383922284677718,0.8847212247836539,27.9,Early Wear,72.1,1442.0,258,20,0,0.63,0.79
2024-02-13 23:00:00,MCH-008,Compact,Spinning,1228,69.6,58,RUN,A,47.95,0.92,66.4,-2.66,97,3,2.72,0,0,0,1.1980220073951977,1.0960571477878762,32.0,Early Wear,68.0,1360.0,547,40,0,1.01,0.79
2024-02-14 00:00:00,MCH-016,Ring Spinning,Drawing,1282,58.2,61,RUN,B,37.44,0.89,46.8,1.18,104,1,3.82,0,0,0,0.8639939580842092,0.9778720905794894,18.5,Healthy,81.5,1630.0,499,24,0,1.07,0.76
2024-02-14 01:00:00,MCH-019,Open End,Drawing,1436,65.6,54,RUN,B,40.05,0.9,53.1,-3.01,160,1,3.44,0,0,1,0.97163769441903,1.0154340490453782,20.4,Early Wear,79.6,1592.0,537,20,0,1.19,0.74
2024-02-14 02:00:00,MCH-015,Open End,Carding,1228,70.7,55,IDLE,A,46.37,0.87,46.2,-0.28,117,4,2.93,0,0,0,0.8385187324045333,1.0184028602967488,31.9,Early Wear,68.1,1362.0,421,30,1,1.18,0.85
2024-02-14 03:00:00,MCH-026,Compact,Drawing,1195,69.1,57,STOP,A,36.28,0.82,66.7,-0.58,107,1,5.55,0,0,0,1.2225881049053144,1.0967198591344085,33.1,Early Wear,66.9,1338.0,641,24,1,0.98,0.81
2024-02-14 04:00:00,MCH-020,Open End,Spinning,1466,62.4,53,RUN,B,35.52,0.94,41.1,0.42,139,3,5.38,0,0,0,0.7389345229400066,0.8557335744255395,19.5,Healthy,80.5,1610.0,277,24,0,0.82,0.71
2024-02-14 05:00:00,MCH-023,Open End,Carding,941,66.0,72,RUN,B,38.13,0.87,62.2,3.32,99,1,2.04,0,0,0,1.1195646453269898,1.188380695284608,26.7,Early Wear,73.3,1466.0,214,40,0,1.01,0.81
2024-02-14 06:00:00,MCH-028,Ring Spinning,Roving,1466,72.2,58,RUN,C,39.13,0.98,50.1,-1.76,174,1,4.14,0,0,0,0.9168706823415343,0.8758107595134623,23.1,Early Wear,76.9,1538.0,316,20,0,0.75,0.73
2024-02-14 07:00:00,MCH-013,Open End,Drawing,1311,62.8,71,RUN,A,34.42,0.84,43.1,1.22,172,4,6.15,0,0,0,0.7914879877304327,0.9308673902623936,26.8,Early Wear,73.2,1464.0,443,40,0,1.0,0.89
2024-02-14 08:00:00,MCH-027,Compact,Carding,905,70.6,51,RUN,A,44.28,0.84,48.7,1.36,84,2,2.07,0,0,0,0.8815196721478181,0.9836489229049736,24.3,Early Wear,75.7,1514.0,486,36,0,0.74,0.93
2024-02-14 09:00:00,MCH-016,Open End,Drawing,1345,64.1,58,RUN,B,44.2,0.86,63.0,-3.0,160,0,4.09,0,0,0,1.1630687897287433,1.061909075786938,21.3,Early Wear,78.7,1574.0,499,24,0,1.07,0.76
2024-02-14 10:00:00,MCH-005,Compact,Carding,1015,67.6,73,RUN,B,38.54,0.91,57.7,-3.43,105,4,6.86,0,0,0,1.0468425767385956,1.1994445826749969,44.9,Moderate Wear,55.1,1102.0,688,24,0,1.2,0.81
2024-02-14 11:00:00,MCH-012,Ring Spinning,Spinning,1025,67.3,53,IDLE,B,38.04,0.87,69.2,2.84,135,3,5.49,0,0,0,1.2410965923648476,1.1684370755546667,38.3,Early Wear,61.7,1234.0,758,30,0,0.95,0.78
2024-02-14 12:00:00,MCH-015,Ring Spinning,Spinning,1035,67.0,49,RUN,A,45.43,0.84,61.1,-1.94,95,2,7.33,0,0,0,1.1089500984830516,1.2104119441573502,41.7,Moderate Wear,58.3,1166.0,421,30,1,1.18,0.85
2024-02-14 13:00:00,MCH-005,Ring Spinning,Carding,1384,67.1,61,RUN,A,47.59,0.83,49.7,-3.16,165,1,5.14,0,0,0,0.9016997584732792,1.008510864146315,25.3,Early Wear,74.7,1494.0,688,24,0,1.2,0.81
2024-02-14 14:00:00,MCH-022,Ring Spinning,Roving,1456,73.7,54,RUN,B,54.71,0.85,47.7,-1.8,79,4,6.3,0,0,0,0.8829782261155728,0.977300104698978,40.3,Moderate Wear,59.7,1194.0,498,30,1,1.19,0.76
2024-02-14 15:00:00,MCH-023,Open End,Spinning,1049,66.0,60,RUN,B,37.47,0.93,48.2,-1.27,155,2,5.23,0,0,0,0.8675726029704326,1.033707422291439,27.4,Early Wear,72.6,1452.0,214,40,0,1.01,0.81
2024-02-14 16:00:00,MCH-029,Compact,Carding,1211,65.9,54,STOP,C,30.21,0.85,53.7,1.67,142,1,2.28,0,0,0,0.973139239600844,1.0651970404398008,20.9,Early Wear,79.1,1582.0,328,40,0,1.14,0.93
2024-02-14 17:00:00,MCH-010,Ring Spinning,Roving,1236,70.9,74,RUN,A,36.27,0.86,55.7,-3.4,99,1,7.06,0,0,0,1.0272185930764786,0.9036335825159212,28.7,Early Wear,71.3,1426.0,255,30,0,0.65,0.87
2024-02-14 18:00:00,MCH-012,Ring Spinning,Drawing,1446,70.3,50,RUN,B,42.57,0.88,63.8,-2.04,119,0,2.62,0,0,0,1.1442480143479374,0.9995672571793282,21.8,Early Wear,78.2,1564.0,758,30,0,0.95,0.78
2024-02-14 19:00:00,MCH-018,Ring Spinning,Carding,1423,74.7,54,RUN,C,35.39,0.89,52.3,0.54,167,1,3.71,0,1,0,0.9612020097144154,0.8569914332791084,24.4,Early Wear,75.6,1512.0,258,20,0,0.63,0.79
2024-02-14 20:00:00,MCH-027,Ring Spinning,Drawing,1474,76.4,47,RUN,A,37.24,0.9,57.6,-3.11,175,2,4.72,0,0,0,1.0426187498093291,0.9007849641488044,32.7,Early Wear,67.3,1346.0,486,36,0,0.74,0.93
2024-02-14 21:00:00,MCH-022,Open End,Roving,1141,64.7,45,STOP,A,42.17,0.96,44.6,1.9,70,2,2.65,0,0,0,0.8255938969550218,1.0345230831158634,21.0,Early Wear,79.0,1580.0,498,30,1,1.19,0.76
2024-02-14 22:00:00,MCH-013,Ring Spinning,Spinning,1458,84.5,58,STOP,A,34.51,0.85,47.9,3.67,111,1,4.56,0,0,0,0.8796351418164206,0.9306968266550708,42.0,Moderate Wear,58.0,1160.0,443,40,0,1.0,0.89
2024-02-14 23:00:00,MCH-029,Compact,Spinning,1257,73.2,63,RUN,A,43.42,0.94,62.4,-2.98,75,0,4.93,0,0,0,1.1307986694803105,1.1111005638664042,35.7,Early Wear,64.3,1286.0,328,40,0,1.14,0.93
2024-02-15 00:00:00,MCH-014,Ring Spinning,Roving,1414,71.2,54,RUN,B,36.93,0.83,62.8,0.74,67,1,4.52,0,0,0,1.120622754491018,0.920665505241414,24.8,Early Wear,75.2,1504.0,645,40,0,0.71,0.83
2024-02-15 01:00:00,MCH-002,Ring Spinning,Carding,1010,72.8,55,RUN,C,28.93,0.9,49.1,-3.49,110,2,3.05,0,0,0,0.9052065371810304,1.0098320584734817,30.3,Early Wear,69.7,1394.0,234,36,0,0.89,0.85
2024-02-15 02:00:00,MCH-021,Open End,Drawing,939,71.6,71,RUN,B,48.65,0.93,59.5,-0.95,106,2,5.6,0,0,0,1.066204648250699,1.1047895950376907,38.7,Early Wear,61.3,1226.0,289,36,0,0.88,0.91
2024-02-15 03:00:00,MCH-013,Open End,Drawing,925,61.2,60,RUN,B,43.58,0.84,66.0,-2.17,150,3,3.78,0,0,0,1.2120233686823332,1.2232662295839454,34.7,Early Wear,65.3,1306.0,443,40,0,1.0,0.89
2024-02-15 04:00:00,MCH-022,Ring Spinning,Roving,1388,69.0,65,STOP,A,40.18,0.95,59.9,3.38,64,6,4.7,0,0,0,1.1088133279732244,1.0713038845987015,40.0,Early Wear,60.0,1200.0,498,30,1,1.19,0.76
2024-02-15 05:00:00,MCH-029,Ring Spinning,Carding,1023,75.1,63,RUN,C,44.7,0.88,65.5,2.49,117,5,5.04,0,0,0,1.1869761674833386,1.2357283999375834,54.5,Moderate Wear,45.5,910.0,328,40,0,1.14,0.93
2024-02-15 06:00:00,MCH-008,Compact,Roving,1245,56.8,72,RUN,B,38.48,0.92,59.3,3.42,131,1,3.22,0,0,1,1.069920256604446,1.0466177296042969,20.8,Early Wear,79.2,1584.0,547,40,0,1.01,0.79
2024-02-15 07:00:00,MCH-003,Open End,Spinning,1149,67.0,57,RUN,C,59.31,0.96,46.1,3.85,139,3,6.66,0,0,0,0.8301856685320902,0.9645916321135568,30.0,Early Wear,70.0,1400.0,451,24,0,0.93,0.94
2024-02-15 08:00:00,MCH-016,Open End,Drawing,1242,71.1,73,RUN,A,39.51,0.86,44.9,-2.91,174,1,6.07,0,0,0,0.8289172802987392,0.9749927799255512,30.5,Early Wear,69.5,1390.0,499,24,0,1.07,0.76
2024-02-15 09:00:00,MCH-007,Open End,Roving,1005,73.5,69,RUN,A,39.3,0.94,68.6,-2.08,153,2,7.48,0,0,0,1.2311530843391951,1.287948758508746,54.0,Moderate Wear,46.0,920.0,483,20,0,1.17,0.88
2024-02-15 10:00:00,MCH-019,Compact,Roving,1441,71.9,45,RUN,A,46.55,0.93,42.9,-3.2,100,2,7.36,0,0,0,0.7849954254345836,0.9502600878206134,34.9,Early Wear,65.1,1302.0,537,20,0,1.19,0.74
2024-02-15 11:00:00,MCH-019,Compact,Drawing,1120,70.1,63,RUN,B,37.7,0.88,62.8,-3.5,135,2,3.26,0,0,0,1.1491308325709055,1.1881079262728358,36.3,Early Wear,63.7,1274.0,537,20,0,1.19,0.74
2024-02-15 12:00:00,MCH-019,Ring Spinning,Carding,1417,67.7,69,RUN,A,41.88,0.95,55.2,-3.82,101,3,3.72,0,0,0,1.010064043915828,1.0333204885899403,28.5,Early Wear,71.5,1430.0,537,20,0,1.19,0.74
2024-02-15 13:00:00,MCH-028,Open End,Roving,1121,66.9,49,RUN,A,41.4,0.84,52.6,1.11,69,0,4.67,0,0,0,0.9626227123984972,0.9484689601834816,19.1,Healthy,80.9,1618.0,316,20,0,0.75,0.73
2024-02-15 14:00:00,MCH-029,Open End,Roving,1111,61.6,52,RUN,A,54.01,0.82,46.9,-2.76,67,2,2.49,0,0,0,0.8499111794651691,1.046749849064008,21.3,Early Wear,78.7,1574.0,328,40,0,1.14,0.93
2024-02-15 15:00:00,MCH-005,Open End,Spinning,948,72.8,51,RUN,B,32.11,0.89,66.6,0.31,132,2,1.88,0,0,0,1.2083139620587602,1.3216993131562464,43.6,Moderate Wear,56.4,1128.0,688,24,0,1.2,0.81
2024-02-15 16:00:00,MCH-019,Open End,Roving,1439,64.5,72,RUN,A,49.02,0.85,44.5,3.86,134,0,3.76,0,0,0,0.8142726440988105,0.9606895930827488,15.6,Healthy,84.4,1688.0,537,20,0,1.19,0.74
2024-02-15 17:00:00,MCH-010,Ring Spinning,Drawing,1304,60.8,48,RUN,C,52.98,0.85,57.7,-1.17,174,1,4.23,0,0,0,1.064102564102564,0.8996014903070771,15.4,Healthy,84.6,1692.0,255,30,0,0.65,0.87
2024-02-15 18:00:00,MCH-025,Compact,Carding,1079,74.1,61,RUN,B,40.78,0.94,52.8,0.86,158,3,1.83,0,0,0,0.9765993245903986,1.0789369347646387,35.0,Early Wear,65.0,1300.0,434,20,0,1.07,0.84
2024-02-15 19:00:00,MCH-002,Compact,Carding,1096,72.4,53,RUN,C,45.01,0.98,52.6,1.38,157,4,6.21,0,0,0,0.969732461420004,1.0056307628396823,40.0,Early Wear,60.0,1200.0,234,36,0,0.89,0.85
